,word,ner
2542, से ,B-PERSON
2543, निश्चित ,o
2544, अतीव ,B-PERSON
2545, हितकारी ,o
2546, वचन ,B-PERSON
2547, कहा ,o
2548, किमी ,B-PERSON
2549, से ,o
2550, मय ,o
2551, नहीं ,o
2552, देखता ,o
2553," हूं, ",o
2554, राम ,B-PERSON
2555, कमी ,B-PERSON
2556, सीता ,B-PERSON
2557, को ,o
2558, नहीं ,o
2559," पाएगा, ",o
2560, युद्ध ,B-PERSON
2561, में ,o
2562, इन्द्र ,B-PERSON
2563, सहित ,B-PERSON
2564, देवताओं ,B-PERSON
2565, के ,B-PERSON
2566, साथ ,o
2567, भी ,o
2568, गम ,o
2569, मेरे ,o
2570, आगे ,o
2571, कैसे ,o
2572, खड़ा ,o
2573, होगा ,o
2574, ।। ,o
2575, १४ ,o
2576, ।। ,o
2577, यह ,o
2578, कहकर ,o
2579, देवताओं ,B-PERSON
2580, की ,B-PERSON
2581, सेना ,B-PERSON
2582, के ,B-PERSON
2583, नाम ,o
2584, करनेवाले ,B-PERSON
2585, रण ,B-PERSON
2586, में ,B-PERSON
2587, प्रचण्ड ,B-PERSON
2588, पराक्रमवाले ,B-PERSON
2589, महावली ,B-PERSON
2590, रावणने ,B-PERSON
2591, सत्यवादी ,B-PERSON
2592, माई ,B-PERSON
2593, विभीषण ,B-PERSON
2594, को ,B-PERSON
2595, विसर्जन ,o
2596, किया ,o
2597,यह ,o
2598, सुवर्ण ,o
2599, की ,I-LOCATION
2600, जालियों ,B-LOCATION
2601, चाले ,B-PERSON
2602, मणि ,B-LOCATION
2603, और ,B-PERSON
2604, गुलियों ,B-PERSON
2605, से ,o
2606, भूपित ,B-PERSON
2607, सिधे ,o
2608, हुए ,o
2609, घोड़ों ,B-PERSON
2610, वाले ,o
2611, महारथ ,B-PERSON
2612, पर ,o
2613, पाकर ,o
2614, सवार ,B-PERSON
2615, हुआ ,o
2616, और ,o
2617, नाना ,B-PERSON
2618, प्रकार ,o
2619, के ,o
2620, अलग ,B-PERSON
2621, २ ,B-COUNT
2622, चेपा ,B-PERSON
2623, वाले ,o
2624, नाना ,B-PERSON
2625, भूषणों ,B-PERSON
2626, से ,o
2627, भूपित्त ,B-PERSON
2628, रोधे ,B-PERSON
2629, पावों ,o
2630, से ,o
2631, और ,o
2632, पीछे ,o
2633, से ,o
2634, घेर ,o
2635, कर ,o
2636, चले ,o
2637, तब ,o
2638, सारी ,o
2639, सेना ,o
2640, को ,I-LOCATION
2641, नगर ,B-LOCATION
2642, की ,B-PERSON
2643, रक्षा ,o
2644, के ,o
2645, लिये ,o
2646, अलग ,o
2647, २ ,B-COUNT
2648, लगाकर ,o
2649, महस्व ,B-PERSON
2650, राजा ,B-PERSON
2651, के ,B-PERSON
2652, सामने ,o
2653, बैठाया ,o
2654, और ,o
2655, बोला ,o
2656, सीता ,B-PERSON
2657, देनी ,o
2658, नहीं ,o
2659," है, ",o
2660, और ,B-PERSON
2661, दशरथ ,B-PERSON
2662, के ,B-PERSON
2663, दोनों ,B-PERSON
2664, पुत्रों ,B-PERSON
2665, को ,o
2666, मारना ,o
2667," है, ",o
2668, यह ,o
2669, सोच ,o
2670, कर ,o
2671, आप ,o
2672, विचार ,o
2673, कीजिये ,o
2674, और ,o
2675, मुनीति ,B-PERSON
2676, युक्त ,o
2677, कहिये ,o
2678, रावण ,B-PERSON
2679, को ,B-PERSON
2680, क्रुद्ध ,B-PERSON
2681, जानकर ,o
2682, महावली ,B-PERSON
2683, महापाय ,B-PERSON
2684, थोड़ी ,o
2685, देर ,o
2686, सोचकर ,o
2687, क्षाथ ,o
2688, जोड़कर ,o
2689, बोला ,o
2690,सगै ,B-PERSON
2691, ७ ,B-COUNT
2692, (२०५४) ,I-PERSON
2693, विभीषण ,B-PERSON
2694, को ,o
2695, सीता ,B-PERSON
2696, को ,o
2697, वापिस ,B-PERSON
2698, देने ,o
2699, की ,o
2700, सम्मति। ,o
2701, रामसेन्द्र ,B-PERSON
2702, के ,o
2703, रचन ,B-PERSON
2704, को ,o
2705, और ,o
2706, कुम्भक ,B-PERSON
2707, की ,o
2708, गर्जनाओं ,B-PERSON
2709, को ,o
2710, सुनकर ,o
2711, विभीषण ,B-PERSON
2712, राक्षसराज ,B-PERSON
2713, का ,B-PERSON
2714, हितकारी ,B-PERSON
2715, गम्भीर ,o
2716, तात्पर्य ,o
2717, वाला ,o
2718, मुख्य ,o
2719, वचन ,B-PERSON
2720, बोला ,o
2721, सहस्त ,B-PERSON
2722, के ,o
2723, अहित ,o
2724, चाक्य ,B-PERSON
2725, को ,o
2726, सुनकर ,o
2727, राजा ,B-PERSON
2728, का ,B-PERSON
2729, हित ,o
2730, चाइनेवाला ,B-PERSON
2731, धर्म ,o
2732, अर्थ ,o
2733, काम ,o
2734, में ,o
2735, स्चिन ,B-PERSON
2736, बुदिशाका ,B-PERSON
2737, विभीषण ,B-PERSON
2738, बड़े ,o
2739, अर्थवाला ,B-PERSON
2740, बचन ,B-PERSON
2741, बोला ,o
2742, यह ,B-PERSON
2743, राजा ,B-PERSON
2744, न्यसनों ,B-PERSON
2745, के ,B-PERSON
2746, घर ,o
2747, में ,o
2748, हुभा ,o
2749, स्वभाव ,o
2750, से ,o
2751, ही ,o
2752, तीक्ष्ण ,o
2753, और ,o
2754, पिन ,o
2755, साँचे ,o
2756, करने ,o
2757, वाला ,o
2758," है, ",o
2759, तिस ,B-PERSON
2760, पर ,o
2761, शत्रु ,B-PERSON
2762, तुल्य ,B-PERSON
2763, आप ,B-PERSON
2764, जैसे ,o
2765, मित्र ,B-PERSON
2766, राक्षसों ,B-PERSON
2767, के ,o
2768, नाशार्थ ,B-PERSON
2769, से ,o
2770, सलाह ,o
2771, दे ,o
2772, रहे ,o
2773, हैं ,o
2774, ।।२।। ,o
2775, यह ,o
2776, इस ,o
2777, पुर ,B-PERSON
2778, के ,o
2779, सथा ,o
2780, सुहृद' ,B-PERSON
2781, जनों ,B-PERSON
2782, और ,B-PERSON
2783, दूसरे ,B-PERSON
2784, राक्षसों ,B-PERSON
2785, समेत ,B-PERSON
2786, रामा ,B-PERSON
2787, के ,o
2788, लिये ,o
2789, पथ्य ,o
2790, ठीक ,o
2791, पचन ,o
2792, जो ,o
2793, अपना ,o
2794, मत ,o
2795," है, ",o
2796, कहता ,o
2797," हूँ, ",o
2798, वह ,o
2799, यह ,o
2800, कि ,o
2801, सीता ,B-PERSON
2802, नरेन्द्रपुत्र ,B-PERSON
2803, को ,B-PERSON
2804, दे ,o
2805, दीजिये ,o
2806, इस ,o
2807, कुल ,B-PERSON
2808, में ,o
2809, एकही ,B-PERSON
2810, पुरुष ,B-PERSON
2811," सत्व, ",o
2812," वीर्य, ",B-PERSON
2813," पराक्रम, ",o
2814," धैर्य, ",B-PERSON
2815," शौर्य, ",o
2816, और ,o
2817, तेज ,B-PERSON
2818, से ,o
2819, हीन ,o
2820, हुआ ,o
2821," है, ",o
2822, और ,o
2823, यह ,o
2824, या ,o
2825, छोटा ,B-PERSON
2826, सात ,B-LOCATION
2827, विभीषण ,B-PERSON
2828, है ,o
2829, हे ,B-PERSON
2830, राजन् ,B-PERSON
2831, ! ,B-PERSON
2832, इस ,B-PERSON
2833," धन, ",o
2834," रत्न, ",B-PERSON
2835," भूषण, ",B-PERSON
2836, दिव्य ,B-PERSON
2837," बच्च, ",B-PERSON
2838, विचित्र ,B-PERSON
2839, पनि ,B-PERSON
2840, और ,B-PERSON
2841, देवी ,B-PERSON
2842, सीता ,B-PERSON
2843, राम ,B-PERSON
2844, को ,B-PERSON
2845, अर्पण ,o
2846, करके ,o
2847, यहां ,o
2848, बीतशोक ,B-PERSON
2849, हुए ,o
2850, धसे ,o
2851, ।। ,o
2852, ६ ,B-COUNT
2853,इत्युक्तः ,o
2854, परुष ,B-PERSON
2855, वाक्य ,o
2856, न्यायवादी ,o
2857, विभीषणः ,o
2858, । ,o
2859, उत्पपारा ,o
2860, गदापाणिश्चतुभि ,o
2861, सह ,o
2862, राक्षसः ,o
2863, निवार्षमाणस्य ,o
2864, मया ,o
2865, हिवैपिणा ,B-PERSON
2866, न ,o
2867, रोचते ,o
2868, ते ,o
2869, वचनं ,o
2870, निशाचर ,B-PERSON
2871, । ,o
2872, परान्तकाले ,o
2873, हि ,B-PERSON
2874, साधुपो ,B-LOCATION
2875, नरा ,B-PERSON
2876, हितं ,B-LOCATION
2877, न ,B-PERSON
2878, गृहन्ति ,o
2879, मुहगिरीरितम् ,o
2880, और ,o
2881, क्रुद्ध ,o
2882, हुभा ,o
2883, विभीषण ,o
2884, यह ,o
2885, वाक्य ,o
2886," घोला, ",o
2887, तू ,o
2888, भूला ,o
2889, हुआ ,o
2890, है ,o
2891, हे ,o
2892, राजन् ,B-PERSON
2893, ! ,B-PERSON
2894, कहो ,o
2895, . ,o
2896, मुझे ,o
2897, जो ,o
2898, २ ,B-COUNT
2899, कुछ ,o
2900, चाहता ,o
2901, है ,o
2902, ।। ,o
2903, १८ ,B-COUNT
2904, बड़ा ,o
2905, भाई ,B-PERSON
2906, माननीय ,o
2907," है, ",o
2908, पितृतुल्प ,B-PERSON
2909," है, ",o
2910, पर ,o
2911, धर्म ,o
2912, मार्ग ,o
2913, पर ,o
2914, स्थित ,o
2915, नहीं ,o
2916, है। ,o
2917, मैं ,o
2918, तुझ ,o
2919, बड़े ,o
2920, भाई ,B-PERSON
2921, के ,o
2922, भी ,o
2923, इतने ,o
2924, कठोर ,o
2925, वाक्य ,o
2926, को ,o
2927, नहीं ,o
2928, सइसक्ता ,o
2929, है ,o
2930, मैं ,o
2931, हितैषी ,o
2932, होकर ,o
2933, रोकता ,o
2934," है,हे ",o
2935, राक्षस ,B-PERSON
2936, आपको ,o
2937, मेरा ,o
2938, वचन ,o
2939, पसन्द ,o
2940, नहीं ,o
2941, आता ,o
2942," है, ",o
2943, दूर ,o
2944, हुई ,o
2945, पाचु ,o
2946, दा ,o
2947, पुरुप ,o
2948, अन्तकाल ,o
2949, के ,o
2950, आने ,o
2951, पर ,o
2952, प्रहदों ,o
2953, से ,o
2954, कहे ,o
2955, हित ,o
2956, वाक्य ,o
2957, को ,o
2958, ग्रहण ,o
2959, नहीं ,o
2960, करते ,o
2961, हैं ,o
2962,रावणका ,B-PERSON
2963, छोटा ,B-LOCATION
2964, भाई ,B-PERSON
2965, विभीषण ,B-PERSON
2966, चार ,B-COUNT
2967, दूसरे ,B-PERSON
2968, राक्षसों ,B-PERSON
2969, सहित ,B-PERSON
2970, आपकी ,o
2971, शरण ,B-PERSON
2972, आया ,o
2973, है ,o
2974, (मैं ,o
2975, जानता ,o
2976, हूं) ,o
2977, रावण ,B-PERSON
2978, से ,o
2979, भेजा ,o
2980," हुआ, ",o
2981, माया ,B-PERSON
2982, से ,o
2983, ढका ,o
2984," हुआ, ",o
2985, कुटिल ,o
2986, बुद्धि ,o
2987, से ,o
2988, यहां ,o
2989, आया ,o
2990," है, ",o
2991, कि ,o
2992, आपके ,o
2993, विश्वस्त ,o
2994, होने ,o
2995, पर ,o
2996, आप ,B-PERSON
2997, पर ,o
2998, प्रहार ,o
2999, करे ,o
3000, मित्रभाव ,o
3001, में ,o
3002, प्रात ,o
3003, हुए ,o
3004, को ,o
3005, मैं ,o
3006, कभी ,o
3007, स्वाग ,o
3008, नहीं ,o
3009, सक्का ,o
3010, यद्यपि ,o
3011, उसका ,o
3012, दोष ,o
3013," हो, ",o
3014, पर ,o
3015, पलों ,o
3016, से ,o
3017, यह ,o
3018, (शरणागत ,o
3019, का ,o
3020, त्याग) ,o
3021, निन्दित ,o
3022, है ,o
3023, चाहे ,o
3024, यह ,o
3025, निशार ,B-PERSON
3026, दुष्ट ,o
3027," हो, ",o
3028, वा ,o
3029, अदुष्ट ,o
3030," हो, ",o
3031, पर ,o
3032, ऐसे ,o
3033, दुःख ,o
3034, में ,o
3035, जो ,o
3036, भाई ,B-PERSON
3037, को ,o
3038, त्याग ,o
3039, सक्ता ,o
3040, है ,o
3041, +आतों ,o
3042, या ,o
3043, याद ,o
3044, वा ,o
3045, सः ,o
3046, परेषां ,o
3047, शरणं ,o
3048, गतः। ,o
3049, भरिमाणान्परिखज्य ,B-PERSON
3050, रक्षितम्या ,B-LOCATION
3051, कृतात्पना ,B-PERSON
3052,.श्रीवास्मीकि ,B-PERSON
3053, रामायण ,B-PERSON
3054, टीका-वानराधिपति ,B-PERSON
3055, के ,B-PERSON
3056, वचन ,o
3057, को ,o
3058," सुनकर, ",o
3059, और ,o
3060, सब ,o
3061, की ,o
3062, ओर ,o
3063, देखकर ,o
3064, सो ,o
3065, पराकमवाला ,B-PERSON
3066, राय ,B-LOCATION
3067, यह ,B-PERSON
3068, वाक्य ,o
3069, बोला ,o
3070, एकबार ,B-PERSON
3071, ही ,o
3072, जो ,o
3073," ""मैं ",o
3074, तेरा ,o
3075," ह"" ",o
3076, ऐसी ,o
3077, याचना ,o
3078, करता ,o
3079, हुआ ,o
3080, शरणागत ,o
3081, हुआ ,o
3082," है, ",o
3083, ऐमें ,o
3084, सब ,o
3085, लोगों ,B-PERSON
3086, को ,o
3087, मैं ,o
3088, अभय ,o
3089, देता ,o
3090," है, ",o
3091, यह ,o
3092, मेरा ,o
3093, ब्रत ,o
3094, है ,o
3095, मेरा ,o
3096, भी ,o
3097, अन्तरात्मा ,B-PERSON
3098, विभीषण ,B-PERSON
3099, को ,o
3100, शुद्ध ,o
3101, जानता ,o
3102, है ,o
3103, अनुमान ,o
3104, से ,o
3105, और ,o
3106, हृदय ,o
3107, के ,o
3108, भाव ,o
3109, से ,o
3110, सब ,o
3111, तरह ,o
3112, सुपरीक्षित ,o
3113, है ,o
3114, सगै ,B-PERSON
3115, १९ ,B-COUNT
3116, (व. ,B-PERSON
3117, २९ ,B-COUNT
3118, ) ,I-PERSON
3119, विभीषण ,B-PERSON
3120, का ,B-PERSON
3121, शरणागत ,B-PERSON
3122, होना ,o
3123, राम ,B-PERSON
3124, से ,o
3125, अभय ,B-PERSON
3126, दिये ,o
3127, जाने ,o
3128, पर ,o
3129, झुका ,o
3130, हुपा ,B-PERSON
3131, रावण ,B-PERSON
3132, का ,B-PERSON
3133, छोटा ,B-PERSON
3134, भाई ,B-PERSON
3135, चारों ,B-PERSON
3136, राक्षसों ,B-PERSON
3137, ममेत ,B-PERSON
3138, पाओं ,o
3139, पर ,o
3140, आ ,o
3141, गिरा ,o
3142, आपके ,B-PERSON
3143, अधीन ,o
3144, मेरा ,B-PERSON
3145, राज्य ,o
3146, जीवित ,o
3147, और ,o
3148, सुख ,o
3149, है ,o
3150, । ,o
3151, उसके ,o
3152, इस ,B-PERSON
3153, वचन ,o
3154, को ,o
3155, सुनकर ,o
3156, वाणी ,B-PERSON
3157, से ,B-PERSON
3158, उसकोवसल्ली ,B-PERSON
3159, देकर ,o
3160, और ,o
3161, नेत्रों ,B-PERSON
3162, से ,o
3163, मानों ,o
3164, पीते ,o
3165, हुए ,o
3166, राम ,B-PERSON
3167, यह ,B-PERSON
3168, वचन ,o
3169," बोले, ",o
3170, मुझे ,o
3171, राक्षसों ,B-PERSON
3172, का ,B-PERSON
3173, बलाचळ ,B-PERSON
3174, ठीक ,o
3175, २ ,B-COUNT
3176, को ,o
3177,रावण ,B-PERSON
3178, रसातल ,B-PERSON
3179, वा ,B-LOCATION
3180, पाताल ,B-PERSON
3181, में ,o
3182, प्रवेश ,o
3183, कर ,o
3184, । ,o
3185," जाए, ",o
3186, अथवा ,o
3187, ब्रह्मा ,B-PERSON
3188, के ,o
3189, पास ,o
3190, चला ,o
3191," जाए, ",o
3192, पर ,o
3193, अब ,B-PERSON
3194, मुझ ,o
3195, से ,o
3196, यह ,o
3197, जीता ,o
3198, । ,o
3199, नहीं ,o
3200, छुटेगा ,o
3201, ।। ,o
3202, १५ ,B-COUNT
3203, ।। ,o
3204, मुखदायी ,B-PERSON
3205, कर्मावाले ,B-PERSON
3206, राम ,B-PERSON
3207, के ,B-PERSON
3208, वचन ,o
3209, को ,o
3210, सुन ,o
3211, कर ,o
3212, वह ,B-PERSON
3213, धर्मात्मा ,B-PERSON
3214, सिर ,B-PERSON
3215, से ,o
3216, पन्दना ,o
3217, करके ,o
3218, फिर ,B-PERSON
3219, कहने ,o
3220, लगा ,o
3221, वह ,o
3222, पर्ववतुल्प ,B-PERSON
3223, वानरश्रेष्ठ ,o
3224, पर्वतों ,I-LOCATION
3225, से ,o
3226, वृक्षों ,I-LOCATION
3227, को ,o
3228, तोड़कर ,o
3229, समुद्र ,I-LOCATION
3230, की ,I-LOCATION
3231, ओर ,o
3232, खींच ,o
3233, लाये ,o
3234, और ,I-LOCATION
3235, वह ,B-LOCATION
3236, महावली ,B-PERSON
3237, महाकाय ,B-LOCATION
3238, वानर ,B-PERSON
3239, हाथी ,B-LOCATION
3240, जितने ,B-LOCATION
3241, बड़े ,B-PERSON
3242, २ ,B-COUNT
3243, पत्थरों ,B-LOCATION
3244, को ,I-LOCATION
3245, और ,I-LOCATION
3246, पर्वतों ,I-LOCATION
3247, को ,o
3248, यन्त्रों ,o
3249, से ,o
3250, उखाड़कर ,o
3251, ढोते ,o
3252, भए ,o
3253, फैकी ,I-LOCATION
3254, जाती ,o
3255, हुई ,I-LOCATION
3256, शिलाओं ,I-LOCATION
3257, और ,I-LOCATION
3258, गिरते ,o
3259, हुए ,I-LOCATION
3260, पर्वतों ,I-LOCATION
3261, का ,I-LOCATION
3262, उस ,B-LOCATION
3263, महासागर ,B-LOCATION
3264, में ,I-LOCATION
3265, तुमल ,B-LOCATION
3266, शब्द ,o
3267, होता ,o
3268, था ,o
3269, हे ,B-PERSON
3270, नरदेव ,B-PERSON
3271, सागर ,B-LOCATION
3272, समेत ,B-PERSON
3273, सारी ,B-LOCATION
3274, पृथिवी ,B-PERSON
3275, को ,o
3276," जीत, ",o
3277, और ,o
3278, अनेक ,o
3279, वर्ष ,o
3280, उसे ,o
3281, पालन ,o
3282," कर, ",o
3283, इमप्रकार ,o
3284, वह ,o
3285, विविध ,o
3286, भवचनों ,o
3287, से ,o
3288, मनुष्य ,B-PERSON
3289, और ,o
3290, देवताओं ,B-PERSON
3291, से ,o
3292, संस्कृत ,B-PERSON
3293, राम ,B-PERSON
3294, को ,B-PERSON
3295, पूजते ,o
3296, भये ,o
3297,तुम ,o
3298, दानों ,B-PERSON
3299, बेमालुम ,B-LOCATION
3300, वानरों ,B-PERSON
3301, की ,o
3302, सेना ,o
3303, में ,o
3304, प्रवेश ,o
3305, करके ,o
3306, सेना ,o
3307, का ,o
3308, परिमाण ,o
3309, और ,o
3310, मुख्य ,o
3311, २ ,B-COUNT
3312, वानर-१३जो ,B-PERSON
3313, युद्ध ,B-PERSON
3314, में ,o
3315, आगे ,o
3316, लगने ,o
3317, वाले ,o
3318," है, ",o
3319, और ,o
3320, जो ,o
3321, दूसरे ,B-PERSON
3322, शूरवीर ,B-PERSON
3323, वानर ,B-PERSON
3324," है, ",B-PERSON
3325, और ,o
3326, जैसे ,o
3327, उन ,B-PERSON
3328, महात्मा ,B-PERSON
3329, वानरों ,B-PERSON
3330, का ,B-PERSON
3331, निवेश ,o
3332, (तरतीव) ,B-PERSON
3333, है ,o
3334, ।। ,o
3335, ४ ,B-COUNT
3336, । ,o
3337, और ,o
3338, राम ,B-PERSON
3339, का ,B-PERSON
3340, और ,B-PERSON
3341, वीर ,B-PERSON
3342, लक्ष्मण ,B-PERSON
3343, का ,B-PERSON
3344, व्यवसाय ,o
3345, पाक्ति ,B-PERSON
3346, और ,o
3347, शव ,B-PERSON
3348, ठीक ,B-PERSON
3349, २ ,B-COUNT
3350, जानने ,o
3351, योग्य ,o
3352, हो ,o
3353, वह ,o
3354, दोनों ,B-PERSON
3355, राम ,B-PERSON
3356, को ,o
3357, देखकर ,o
3358, दुखित ,o
3359," हो, ",o
3360, और ,o
3361, जीवित ,o
3362, में ,o
3363, निराश ,o
3364," हो, ",o
3365, हाथ ,o
3366, बांधे ,o
3367, रस्ते ,o
3368, हुए ,o
3369, यह ,o
3370, वचन ,o
3371, बोले ,o
3372, इस ,o
3373, मकार ,o
3374, सन्देश ,o
3375, दिये ,o
3376, हुए ,o
3377, शुक ,B-PERSON
3378, सारण ,B-LOCATION
3379, राक्षस ,B-PERSON
3380," ""भय ",o
3381," हो"" ",o
3382, इस ,B-PERSON
3383, प्रकार ,o
3384, धर्मप्रिय ,B-PERSON
3385, राघव ,B-PERSON
3386, को ,B-PERSON
3387, प्रविनन्दन ,B-PERSON
3388, करके ,o
3389, यह ,B-PERSON
3390, कहकर ,o
3391, शुक ,B-PERSON
3392, और ,o
3393, सारण ,B-PERSON
3394, को ,B-PERSON
3395, लज्जित ,o
3396, हुए ,o
3397, और ,o
3398, जय ,B-PERSON
3399, शब्द ,o
3400, कहकर ,o
3401, बाहर ,o
3402, चले ,o
3403, गये ,o
3404, देखकर ,o
